file_name,relative_path,file_type,data_scope,row_count,column_count,database_or_json_objects,file_size_bytes,sha256,analysis_date_utc,suspected_grain,candidate_primary_key,candidate_foreign_keys,patient_identifier_available,event_date_available,inspection_error
ace_arb_irbesartan_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/ace_arb_irbesartan_product_distribution.csv,csv,external_reference_or_fixture,259,6,age; gender; state; Prescribe_Irbesartan_150_Mg_Oral_Tablet; Prescribe_Irbesartan_300_Mg_Oral_Tablet; Prescribe_Irbesartan_75_Mg_Oral_Tablet,8951,d61bc697e867ef0d4624177b64406f860a0159cc0718c41250179e5f0240e93d,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
ace_arb_lisinopril_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/ace_arb_lisinopril_product_distribution.csv,csv,external_reference_or_fixture,573,10,age; gender; state; Prescribe_Lisinopril_10_Mg_Oral_Tablet; Prescribe_Lisinopril_1_Mg_Ml_Oral_Solution_Qbrelis; Prescribe_Lisinopril_20_Mg_Oral_Tablet; Prescribe_Lisinopril_2_5_Mg_Oral_Tablet; Prescribe_Lisinopril_30_Mg_Oral_Tablet; Prescribe_Lisinopril_40_Mg_Oral_Tablet; Prescribe_Lisinopril_5_Mg_Oral_Tablet,31215,f4fbf6838738852270f64fb8687c250d5bf39a149a2e1cb947171efc48661525,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
ace_arb_losartan_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/ace_arb_losartan_product_distribution.csv,csv,external_reference_or_fixture,409,8,age; gender; state; Prescribe_Losartan_Potassium_100_Mg_Oral_Tablet; Prescribe_Losartan_Potassium_25_Mg_Oral_Tablet; Prescribe_Losartan_Potassium_25_Mg_Oral_Tablet_Cozaar; Prescribe_Losartan_Potassium_50_Mg_Oral_Tablet; Prescribe_Losartan_Potassium_50_Mg_Oral_Tablet_Cozaar,17975,bef7dc0ac6782ca9241a46295401aa9e5f86f0b3fcebea12fda1744ac9542785,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
ace_arb_quinapril_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/ace_arb_quinapril_product_distribution.csv,csv,external_reference_or_fixture,137,7,age; gender; state; Prescribe_Quinapril_10_Mg_Oral_Tablet; Prescribe_Quinapril_20_Mg_Oral_Tablet; Prescribe_Quinapril_40_Mg_Oral_Tablet; Prescribe_Quinapril_5_Mg_Oral_Tablet,5371,d935f053430fab6f61f18336b87c773d069ce0da4ec873f90926e65db3d13697,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
ace_arb_ramipril_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/ace_arb_ramipril_product_distribution.csv,csv,external_reference_or_fixture,222,7,age; gender; state; Prescribe_Ramipril_10_Mg_Oral_Capsule; Prescribe_Ramipril_1_25_Mg_Oral_Capsule; Prescribe_Ramipril_2_5_Mg_Oral_Capsule; Prescribe_Ramipril_5_Mg_Oral_Capsule,8791,5495e7b73b1099fa3292281e2664c759e1c8d6bf2c1c07c2228d905ce611fcd0,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
ace_arb_sacubitril_valsartan_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/ace_arb_sacubitril_valsartan_product_distribution.csv,csv,external_reference_or_fixture,165,6,age; gender; state; Prescribe_Sacubitril_24_Mg_Valsartan_26_Mg_Oral_Tablet_Entresto; Prescribe_Sacubitril_49_Mg_Valsartan_51_Mg_Oral_Tablet_Entresto; Prescribe_Sacubitril_97_Mg_Valsartan_103_Mg_Oral_Tablet_Entresto,5574,091f263d9c9305468f3c72a478d734f76bebcc4b0eb61a1bcb4cb9319ea6fc32,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
ace_arb_telmisartan_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/ace_arb_telmisartan_product_distribution.csv,csv,external_reference_or_fixture,194,8,age; gender; state; Prescribe_Telmisartan_20_Mg_Oral_Tablet; Prescribe_Telmisartan_20_Mg_Oral_Tablet_Micardis; Prescribe_Telmisartan_40_Mg_Oral_Tablet; Prescribe_Telmisartan_80_Mg_Oral_Tablet; Prescribe_Telmisartan_80_Mg_Oral_Tablet_Micardis,8274,939edcc0483e35b54a78d401e4cd25a1a8dd2d023eaa2f4b5fbcb67ecb98c6a4,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
ace_arb_valsartan_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/ace_arb_valsartan_product_distribution.csv,csv,external_reference_or_fixture,319,8,age; gender; state; Prescribe_Valsartan_160_Mg_Oral_Tablet; Prescribe_Valsartan_320_Mg_Oral_Tablet; Prescribe_Valsartan_320_Mg_Oral_Tablet_Diovan; Prescribe_Valsartan_40_Mg_Oral_Tablet; Prescribe_Valsartan_80_Mg_Oral_Tablet,14226,e84d7a95d6c23d6ce3876a65767dc6f6c473a9e76be87ac70cb3d1a3b3dfb54f,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_atenolol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_atenolol_product_distribution.csv,csv,external_reference_or_fixture,396,6,age; gender; state; Prescribe_Atenolol_100_Mg_Oral_Tablet; Prescribe_Atenolol_25_Mg_Oral_Tablet; Prescribe_Atenolol_50_Mg_Oral_Tablet,13571,51d503f047577449a312d67757603a18aaf6224079d7b8a851f97c8cae772fa7,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_bisoprolol_hydrochlorothiazide_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_bisoprolol_hydrochlorothiazide_product_distribution.csv,csv,external_reference_or_fixture,169,6,age; gender; state; Prescribe_Bisoprolol_Fumarate_10_Mg_Hydrochlorothiazide_6_25_Mg_Oral_Tablet; Prescribe_Bisoprolol_Fumarate_2_5_Mg_Hydrochlorothiazide_6_25_Mg_Oral_Tablet; Prescribe_Bisoprolol_Fumarate_5_Mg_Hydrochlorothiazide_6_25_Mg_Oral_Tablet,5978,2f4845695fc3bc9240bc0b2320aaf9401e33a12ae911507d443492f2a967134a,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_bisoprolol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_bisoprolol_product_distribution.csv,csv,external_reference_or_fixture,191,5,age; gender; state; Prescribe_Bisoprolol_Fumarate_10_Mg_Oral_Tablet; Prescribe_Bisoprolol_Fumarate_5_Mg_Oral_Tablet,5734,d7a63a20666c7338c4a9b19d8a27755d07e522516e815b1904128e328f983b43,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_carvedilol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_carvedilol_product_distribution.csv,csv,external_reference_or_fixture,374,13,age; gender; state; Prescribe_24_Hr_Carvedilol_Phosphate_10_Mg_Extended_Release_Oral_Capsule; Prescribe_24_Hr_Carvedilol_Phosphate_20_Mg_Extended_Release_Oral_Capsule; Prescribe_24_Hr_Carvedilol_Phosphate_20_Mg_Extended_Release_Oral_Capsule_Coreg; Prescribe_Carvedilol_12_5_Mg_Oral_Tablet; Prescribe_Carvedilol_12_5_Mg_Oral_Tablet_Coreg; Prescribe_Carvedilol_25_Mg_Oral_Tablet; Prescribe_Carvedilol_25_Mg_Oral_Tablet_Coreg; Prescribe_Carvedilol_3_125_Mg_Oral_Tablet; Prescribe_Carvedilol_6_25_Mg_Oral_Tablet; Prescribe_Carvedilol_6_25_Mg_Oral_Tablet_Coreg,24467,abb1833a6882d3b93bc29057d08e7d078081232bad140d412b904c306f2581ed,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_ingredient_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_ingredient_distribution.csv,csv,external_reference_or_fixture,559,11,age; gender; state; Prescribe_Atenolol; Prescribe_Bisoprolol; Prescribe_Bisoprolol_Hydrochlorothiazide; Prescribe_Carvedilol; Prescribe_Labetalol; Prescribe_Metoprolol; Prescribe_Nebivolol; Prescribe_Propranolol,33155,4c6b96598c6b639ca6dcdfe3b1da297e2171cbfaffbd821f7312dada96dcedc2,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_labetalol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_labetalol_product_distribution.csv,csv,external_reference_or_fixture,327,6,age; gender; state; Prescribe_Labetalol_Hydrochloride_100_Mg_Oral_Tablet; Prescribe_Labetalol_Hydrochloride_200_Mg_Oral_Tablet; Prescribe_Labetalol_Hydrochloride_300_Mg_Oral_Tablet,11277,98deaf7ec9f471b4c086576a940941ffe231856beb516cbc0a2389a1ffb6ec0f,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_metoprolol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_metoprolol_product_distribution.csv,csv,external_reference_or_fixture,406,15,age; gender; state; Prescribe_24_Hr_Metoprolol_Succinate_100_Mg_Extended_Release_Oral_Tablet; Prescribe_24_Hr_Metoprolol_Succinate_200_Mg_Extended_Release_Oral_Tablet; Prescribe_24_Hr_Metoprolol_Succinate_25_Mg_Extended_Release_Oral_Tablet; Prescribe_24_Hr_Metoprolol_Succinate_25_Mg_Extended_Release_Oral_Tablet_Toprol; Prescribe_24_Hr_Metoprolol_Succinate_50_Mg_Extended_Release_Oral_Tablet; Prescribe_24_Hr_Metoprolol_Succinate_50_Mg_Extended_Release_Oral_Tablet_Toprol; Prescribe_5_Ml_Metoprolol_Tartrate_1_Mg_Ml_Cartridge; Prescribe_5_Ml_Metoprolol_Tartrate_1_Mg_Ml_Injection; Prescribe_Metoprolol_Tartrate_100_Mg_Oral_Tablet; Prescribe_Metoprolol_Tartrate_25_Mg_Oral_Tablet; Prescribe_Metoprolol_Tartrate_50_Mg_Oral_Tablet; Prescribe_Metoprolol_Tartrate_50_Mg_Oral_Tablet_Lopressor,32198,33450943427a2bf27515e57092bbb97a205b067712d945aa52baf9ad04c4b97c,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_nebivolol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_nebivolol_product_distribution.csv,csv,external_reference_or_fixture,226,7,age; gender; state; Prescribe_Nebivolol_10_Mg_Oral_Tablet_Bystolic; Prescribe_Nebivolol_20_Mg_Oral_Tablet_Bystolic; Prescribe_Nebivolol_2_5_Mg_Oral_Tablet_Bystolic; Prescribe_Nebivolol_5_Mg_Oral_Tablet_Bystolic,8910,a1371c4c1e97e0ad1a311ac22a98df2a776a3059f26bca5deb65379b087a27b4,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
beta_blocker_propranolol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/beta_blocker_propranolol_product_distribution.csv,csv,external_reference_or_fixture,478,12,age; gender; state; Prescribe_24_Hr_Propranolol_Hydrochloride_120_Mg_Extended_Release_Oral_Capsule; Prescribe_24_Hr_Propranolol_Hydrochloride_160_Mg_Extended_Release_Oral_Capsule; Prescribe_24_Hr_Propranolol_Hydrochloride_60_Mg_Extended_Release_Oral_Capsule; Prescribe_24_Hr_Propranolol_Hydrochloride_80_Mg_Extended_Release_Oral_Capsule; Prescribe_Propranolol_Hydrochloride_10_Mg_Oral_Tablet; Prescribe_Propranolol_Hydrochloride_20_Mg_Oral_Tablet; Prescribe_Propranolol_Hydrochloride_40_Mg_Oral_Tablet; Prescribe_Propranolol_Hydrochloride_60_Mg_Oral_Tablet; Prescribe_Propranolol_Hydrochloride_80_Mg_Oral_Tablet,29204,e20d4e63e9a3cd39a9ac1949518ba24c1cf76c4651fc6cc32957df875b71d22a,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
cabg_details_num_art_cond.csv,external/synthea/build/resources/main/modules/lookup_tables/cabg_details_num_art_cond.csv,csv,external_reference_or_fixture,6,7,cabg_number_of_grafts; Art_Cond_1; Art_Cond_2; Art_Cond_3; Art_Cond_4; Art_Cond_5; Art_Cond_6,309,c57bfa3b69bf489c30770d5371c16939b2c70d8a54a62ff4726b98a68cf0ee17,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
cabg_details_num_grafts.csv,external/synthea/build/resources/main/modules/lookup_tables/cabg_details_num_grafts.csv,csv,external_reference_or_fixture,4,7,operative_status; Graft_No_1; Graft_No_2; Graft_No_3; Graft_No_4; Graft_No_5; Graft_No_6,272,e3d0b5c666350aa3d0cfe8ff5ad6c0c8cee90cc19e95d0b6b25661dd03601b78,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
cabg_details_operative_approach.csv,external/synthea/build/resources/main/modules/lookup_tables/cabg_details_operative_approach.csv,csv,external_reference_or_fixture,4,4,operative_status; Sternotomy; Thoracotomy; Anything Else,143,96edd0ddd8ebd13d67306c3a92710599b32a1a99cf64b9d22d8720f608b7d7b1,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
covid-19-severity-outcomes.csv,external/synthea/build/resources/main/modules/lookup_tables/covid-19-severity-outcomes.csv,csv,external_reference_or_fixture,6,6,age; covid19_risk; Negative Severity; General Severity; Severe Severity; Critical Severity,254,5844d7d398e601f4455777f1a634afc162751a08e6f0758fa8e28e39b9c93ea1,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
covid-19-survival-outcomes.csv,external/synthea/build/resources/main/modules/lookup_tables/covid-19-survival-outcomes.csv,csv,external_reference_or_fixture,44,5,age; gender; covid19_severity; Survival: Survivor; Survival: Non-Survivor,1247,29df6556bcc6ca35a74d108f46f0c8e6698a70669ce15495c1a54ae92487401f,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
covid19_prob.csv,external/synthea/build/resources/main/modules/lookup_tables/covid19_prob.csv,csv,external_reference_or_fixture,602,4,time; Check Vaccine Status; Terminal; Wait Until Exposure,37020,e55ec3494b3d43203bb1a9170f57f557d64daf7060fbac2049616a999ec6f7fd,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
covid_dose_rates.csv,external/synthea/build/resources/main/modules/lookup_tables/covid_dose_rates.csv,csv,external_reference_or_fixture,273,9,date; Ages_12-15_yrs; Ages_16-17_yrs; Ages_18-29_yrs; Ages_30-39_yrs; Ages_40-49_yrs; Ages_50-64_yrs; Ages_65-74_yrs; Ages_75+_yrs,16070,c806b8d85d6e55c6a2a25481ab31df5515a3d5f0c71f84e32a51b146e1f9923a,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
diabetic_retinopathy_followup.csv,external/synthea/build/resources/main/modules/lookup_tables/diabetic_retinopathy_followup.csv,csv,external_reference_or_fixture,10,7,diabetic_retinopathy_stage; macular_edema; Followup_Yearly; Followup_6-12Months; Followup_3-6Months; Followup_2-4Months; Followup_Monthly,319,1f4ce826d444f7a1a199edfefbd7dcc0b933b3d3712e23141725f064f8a8106d,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
emergency_inhaler_albuterol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/emergency_inhaler_albuterol_product_distribution.csv,csv,external_reference_or_fixture,2,9,age; Prescribe_Albuterol_0_21_Mg_Ml_Inhalation_Solution; Prescribe_Albuterol_0_417_Mg_Ml_Inhalation_Solution; Prescribe_Albuterol_0_83_Mg_Ml_Inhalation_Solution; Prescribe_Albuterol_5_Mg_Ml_Inhalation_Solution; Prescribe_Nda020503_200_Actuat_Albuterol_0_09_Mg_Actuat_Metered_Dose_Inhaler_Proventil; Prescribe_Nda020983_200_Actuat_Albuterol_0_09_Mg_Actuat_Metered_Dose_Inhaler_Ventolin; Prescribe_Nda020983_60_Actuat_Albuterol_0_09_Mg_Actuat_Metered_Dose_Inhaler_Ventolin; Prescribe_Nda021457_200_Actuat_Albuterol_0_09_Mg_Actuat_Metered_Dose_Inhaler_Proair,651,c827b35f6dab1fc38e725b4e09196b7ca6bed17317af8b2dd58611a77dbac0f9,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
emergency_inhaler_ingredient_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/emergency_inhaler_ingredient_distribution.csv,csv,external_reference_or_fixture,2,3,age; Prescribe_Albuterol; Prescribe_Levalbuterol,80,1abf3ef9994cdec55659c1037bc3b6d7d6868b241b431c3b62cde0446096ec90,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
emergency_inhaler_levalbuterol_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/emergency_inhaler_levalbuterol_product_distribution.csv,csv,external_reference_or_fixture,1,4,age; Prescribe_200_Actuat_Levalbuterol_0_045_Mg_Actuat_Metered_Dose_Inhaler; Prescribe_200_Actuat_Levalbuterol_0_045_Mg_Actuat_Metered_Dose_Inhaler_Xopenex; Prescribe_Levalbuterol_0_417_Mg_Ml_Inhalation_Solution,233,d15e3defd649d253a99b8a46332759dcc777b7db6e7becf6546f147577bb8128,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
hiv_care.csv,external/synthea/build/resources/main/modules/lookup_tables/hiv_care.csv,csv,external_reference_or_fixture,56,4,time; age; Continuous_ART; Non_Continuous_ART,2661,c84ac6daf1c0865dfbf93061179ecc9723c80649951c5ca93237092c34d2b10a,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
hiv_diagnosis_early.csv,external/synthea/build/resources/main/modules/lookup_tables/hiv_diagnosis_early.csv,csv,external_reference_or_fixture,500,5,time; age; gender; Diagnosed_Early_Years; Wait_Until_Next_Diagnosis_Check,30015,413417f390c543846bc60a18fab74589f82dd1665d990ce33dfd3be86010a41c,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
hiv_diagnosis_later.csv,external/synthea/build/resources/main/modules/lookup_tables/hiv_diagnosis_later.csv,csv,external_reference_or_fixture,324,5,time; age; gender; Diagnosed_Later_Years; Wait_Until_Next_Diagnosis_Check,18335,20636054c6c538c195ac47356c12b98f4fcb19236f1485fa56722dd7837d67ec,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
hiv_mortality_early.csv,external/synthea/build/resources/main/modules/lookup_tables/hiv_mortality_early.csv,csv,external_reference_or_fixture,382,5,time; age; gender; Death; Living_with_Diagnosis_Early_Years,19217,ee8891f62b7049f21924b5961fdafbc9879dc130b1fe6bf7424086c0ec9296f7,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
hiv_mortality_later.csv,external/synthea/build/resources/main/modules/lookup_tables/hiv_mortality_later.csv,csv,external_reference_or_fixture,376,5,time; age; gender; Death; Living_with_Diagnosis_Later_Years,18915,ef0022fd3c3f344070b28d71e0b837030856f5714d911c5a0db1c48c1cb5f587,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
hiv_mortality_very_early.csv,external/synthea/build/resources/main/modules/lookup_tables/hiv_mortality_very_early.csv,csv,external_reference_or_fixture,13,3,time; Death_within_six_months; Living_with_Diagnosis_Six_Months,550,d58bc3683479cca5ffbc6025e4d241435d81dbe71af672dd802ff4faa07be5b0,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
hiv_stage.csv,external/synthea/build/resources/main/modules/lookup_tables/hiv_stage.csv,csv,external_reference_or_fixture,60,5,time; age; stage_1; stage_2; stage_3,3039,6ddc14395ca565697f24b057f95d275c74154c1d0a6b03c09f2eac162d1ddc0d,2026-08-28,unknown/reference table; inspect before analytical use,,,False,True,
maintenance_inhaler_beclomethasone_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/maintenance_inhaler_beclomethasone_product_distribution.csv,csv,external_reference_or_fixture,2,3,age; Prescribe_Breath_Actuated_120_Actuat_Beclomethasone_Dipropionate_0_04_Mg_Actuat_Metered_Dose_Inhaler_Qvar; Prescribe_Breath_Actuated_120_Actuat_Beclomethasone_Dipropionate_0_08_Mg_Actuat_Metered_Dose_Inhaler_Qvar,249,52504fe67c4d9a5a304cb8405c140df5f9e46ebc2168c2614b4546e8a2953a78,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
maintenance_inhaler_budesonide_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/maintenance_inhaler_budesonide_product_distribution.csv,csv,external_reference_or_fixture,2,7,age; Prescribe_120_Actuat_Budesonide_0_18_Mg_Actuat_Dry_Powder_Inhaler_Pulmicort; Prescribe_60_Actuat_Budesonide_0_09_Mg_Actuat_Dry_Powder_Inhaler_Pulmicort; Prescribe_Budesonide_0_125_Mg_Ml_Inhalation_Suspension; Prescribe_Budesonide_0_125_Mg_Ml_Inhalation_Suspension_Pulmicort; Prescribe_Budesonide_0_25_Mg_Ml_Inhalation_Suspension; Prescribe_Budesonide_0_5_Mg_Ml_Inhalation_Suspension,461,cc1cfe06e8274a58912b5ce3f8a150cb0693d74402aa7e2b58c9a33b7c820626,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
maintenance_inhaler_fluticasone_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/maintenance_inhaler_fluticasone_product_distribution.csv,csv,external_reference_or_fixture,2,9,age; Prescribe_120_Actuat_Fluticasone_Propionate_0_044_Mg_Actuat_Metered_Dose_Inhaler_Flovent; Prescribe_120_Actuat_Fluticasone_Propionate_0_11_Mg_Actuat_Metered_Dose_Inhaler_Flovent; Prescribe_120_Actuat_Fluticasone_Propionate_0_22_Mg_Actuat_Metered_Dose_Inhaler_Flovent; Prescribe_30_Actuat_Fluticasone_Furoate_0_1_Mg_Actuat_Dry_Powder_Inhaler_Arnuity; Prescribe_30_Actuat_Fluticasone_Furoate_0_2_Mg_Actuat_Dry_Powder_Inhaler_Arnuity; Prescribe_60_Actuat_Fluticasone_Propionate_0_05_Mg_Actuat_Dry_Powder_Inhaler_Flovent; Prescribe_60_Actuat_Fluticasone_Propionate_0_1_Mg_Actuat_Dry_Powder_Inhaler_Flovent; Prescribe_60_Actuat_Fluticasone_Propionate_0_25_Mg_Actuat_Dry_Powder_Inhaler_Flovent,781,a28871ce36fe38afbd9c0c3f7c316f41187f4e038aff34bd5a65b4eb3c9c5a0a,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
maintenance_inhaler_ingredient_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/maintenance_inhaler_ingredient_distribution.csv,csv,external_reference_or_fixture,2,5,age; Prescribe_Beclomethasone; Prescribe_Budesonide; Prescribe_Fluticasone; Prescribe_Mometasone,150,5d8a08b6530e5d20a064b3429e47b26f62f8c4fd32a3a3fb513b2be675854176,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
maintenance_inhaler_mometasone_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/maintenance_inhaler_mometasone_product_distribution.csv,csv,external_reference_or_fixture,1,6,age; Prescribe_120_Actuat_Mometasone_Furoate_0_1_Mg_Actuat_Metered_Dose_Inhaler_Asmanex; Prescribe_120_Actuat_Mometasone_Furoate_0_22_Mg_Actuat_Dry_Powder_Inhaler_Asmanex; Prescribe_120_Actuat_Mometasone_Furoate_0_2_Mg_Actuat_Metered_Dose_Inhaler_Asmanex; Prescribe_14_Actuat_Mometasone_Furoate_0_22_Mg_Actuat_Dry_Powder_Inhaler_Asmanex; Prescribe_60_Actuat_Mometasone_Furoate_0_22_Mg_Actuat_Dry_Powder_Inhaler_Asmanex,452,e42702f5cf21e2033cb67c3b0be4c36c838dd7dc288e25fd81244b49890dc201,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
or_blood_anemia_check.csv,external/synthea/build/resources/main/modules/lookup_tables/or_blood_anemia_check.csv,csv,external_reference_or_fixture,16,4,cardiac_surgery; operative_status; RBC; Platelet_Check,585,9f784b683dddbc1d2efce662637676b0046f8e117421ab29061e450be2d5ca78,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
or_blood_plasma_check.csv,external/synthea/build/resources/main/modules/lookup_tables/or_blood_plasma_check.csv,csv,external_reference_or_fixture,16,4,cardiac_surgery; operative_status; Plasma_Transfusion; Terminal,600,248496c572d8861e7beb5cc50dc4b91068f4ee2949324c4b82becfe7fc75ed2d,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
or_blood_platelet_check.csv,external/synthea/build/resources/main/modules/lookup_tables/or_blood_platelet_check.csv,csv,external_reference_or_fixture,16,4,cardiac_surgery; operative_status; Platelet_Transfusion; Plasma_Check,596,2e76db04c63e724978a101205a648817f92c7ca356b9204eff5d6bc83b7ee504,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
statin_atorvastatin_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/statin_atorvastatin_product_distribution.csv,csv,external_reference_or_fixture,437,9,age; gender; state; Prescribe_Atorvastatin_10_Mg_Oral_Tablet; Prescribe_Atorvastatin_10_Mg_Oral_Tablet_Lipitor; Prescribe_Atorvastatin_20_Mg_Oral_Tablet; Prescribe_Atorvastatin_40_Mg_Oral_Tablet; Prescribe_Atorvastatin_40_Mg_Oral_Tablet_Lipitor; Prescribe_Atorvastatin_80_Mg_Oral_Tablet,22168,9994d165d0f39df06aa8628e1e700fe5e4151ea42c7de839d61c3c5cfb6b836b,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
statin_ezetimibe_simvastatin_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/statin_ezetimibe_simvastatin_product_distribution.csv,csv,external_reference_or_fixture,138,7,age; gender; state; Prescribe_Ezetimibe_10_Mg_Simvastatin_20_Mg_Oral_Tablet; Prescribe_Ezetimibe_10_Mg_Simvastatin_40_Mg_Oral_Tablet; Prescribe_Ezetimibe_10_Mg_Simvastatin_40_Mg_Oral_Tablet_Vytorin; Prescribe_Ezetimibe_10_Mg_Simvastatin_80_Mg_Oral_Tablet,5411,f6dcd2e869e8f538ec42ec0988cd5ffdcf74d6aedf8ace9dc9e6c78134627c0a,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
statin_ingredient_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/statin_ingredient_distribution.csv,csv,external_reference_or_fixture,437,10,age; gender; state; Prescribe_Atorvastatin; Prescribe_Ezetimibe_Simvastatin; Prescribe_Lovastatin; Prescribe_Pitavastatin; Prescribe_Pravastatin; Prescribe_Rosuvastatin; Prescribe_Simvastatin,24434,d70d4f4cc8544d6a2d5aa3fa3738f4445e561a5b90c191b7f726a1c62a122af2,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
statin_lovastatin_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/statin_lovastatin_product_distribution.csv,csv,external_reference_or_fixture,267,6,age; gender; state; Prescribe_Lovastatin_10_Mg_Oral_Tablet; Prescribe_Lovastatin_20_Mg_Oral_Tablet; Prescribe_Lovastatin_40_Mg_Oral_Tablet,9646,bdbe28fc4199c6d553c9544bd7edc57187fe8649cfcea88623be1cc123ac7363,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
statin_pitavastatin_product_distribution.csv,external/synthea/build/resources/main/modules/lookup_tables/statin_pitavastatin_product_distribution.csv,csv,external_reference_or_fixture,177,6,age; gender; state; Prescribe_Pitavastatin_Calcium_1_Mg_Oral_Tablet_Livalo; Prescribe_Pitavastatin_Calcium_2_Mg_Oral_Tablet_Livalo; Prescribe_Pitavastatin_Calcium_4_Mg_Oral_Tablet_Livalo,5904,ac6638335e41e0f5f6d4fab019471400652f48587b0adcd40180681888a45c09,2026-08-28,unknown/reference table; inspect before analytical use,,,False,False,
