check_id,severity,domain,table_name,check_name,status,affected_records,denominator,affected_rate,observed,expected,analysis_impact
DATE_ORDER_ACTIVE_SURVEILLANCE_AS_START_DATE_AS_EXIT_DATE,P1,temporal,active_surveillance,as_start_date <= as_exit_date,PASS,0,5055,0.0,reversed pairs=0,0 reversed dated pairs,Impossible chronology prevents valid longitudinal analysis.
DATE_PARSE_ACTIVE_SURVEILLANCE_AS_EXIT_DATE,P1,temporal,active_surveillance,as_exit_date parses as a date,PASS,0,5055,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_ACTIVE_SURVEILLANCE_AS_RECLASSIFICATION_DATE,P1,temporal,active_surveillance,as_reclassification_date parses as a date,PASS,0,5055,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_ACTIVE_SURVEILLANCE_AS_START_DATE,P1,temporal,active_surveillance,as_start_date parses as a date,PASS,0,5055,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_ACTIVE_SURVEILLANCE_PLANNED_TREATMENT_START_DATE,P1,temporal,active_surveillance,planned_treatment_start_date parses as a date,PASS,0,5055,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_ACTIVE_SURVEILLANCE_AS_EXIT_DATE,P1,temporal,active_surveillance,as_exit_date is not after analysis date,PASS,0,465,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_ACTIVE_SURVEILLANCE_AS_RECLASSIFICATION_DATE,P1,temporal,active_surveillance,as_reclassification_date is not after analysis date,PASS,0,399,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_ACTIVE_SURVEILLANCE_AS_START_DATE,P1,temporal,active_surveillance,as_start_date is not after analysis date,PASS,0,1738,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_ACTIVE_SURVEILLANCE_PLANNED_TREATMENT_START_DATE,P1,temporal,active_surveillance,planned_treatment_start_date is not after analysis date,PASS,0,341,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_ADVERSE_EVENT_ADVERSE_EVENT_DATE,P1,temporal,adverse_event,adverse_event_date parses as a date,PASS,0,439,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_ADVERSE_EVENT_ADVERSE_EVENT_DATE,P1,temporal,adverse_event,adverse_event_date is not after analysis date,PASS,0,439,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_DIAGNOSIS_CASTRATION_RESISTANT_DATE,P1,temporal,diagnosis,castration_resistant_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_DIAGNOSIS_DIAGNOSIS_DATE,P1,temporal,diagnosis,diagnosis_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_DIAGNOSIS_HORMONE_SENSITIVE_CONFIRMATION_DATE,P1,temporal,diagnosis,hormone_sensitive_confirmation_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_DIAGNOSIS_METASTATIC_DATE,P1,temporal,diagnosis,metastatic_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_DIAGNOSIS_CASTRATION_RESISTANT_DATE,P1,temporal,diagnosis,castration_resistant_date is not after analysis date,PASS,0,185,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_DIAGNOSIS_DIAGNOSIS_DATE,P1,temporal,diagnosis,diagnosis_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_DIAGNOSIS_HORMONE_SENSITIVE_CONFIRMATION_DATE,P1,temporal,diagnosis,hormone_sensitive_confirmation_date is not after analysis date,PASS,0,2369,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_DIAGNOSIS_METASTATIC_DATE,P1,temporal,diagnosis,metastatic_date is not after analysis date,PASS,0,2844,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_DISEASE_STATE_EVENT_STATE_DATE,P1,temporal,disease_state_event,state_date parses as a date,PASS,0,10177,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_DISEASE_STATE_EVENT_STATE_DATE,P1,temporal,disease_state_event,state_date is not after analysis date,PASS,0,10177,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_ELIGIBILITY_CENSOR_DATE_AT_GENERATION,P1,temporal,eligibility,censor_date_at_generation parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_ELIGIBILITY_ELIGIBILITY_DATE,P1,temporal,eligibility,eligibility_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_ELIGIBILITY_CENSOR_DATE_AT_GENERATION,P1,temporal,eligibility,censor_date_at_generation is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_ELIGIBILITY_ELIGIBILITY_DATE,P1,temporal,eligibility,eligibility_date is not after analysis date,PASS,0,2281,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_ENCOUNTER_ENCOUNTER_DATE,P1,temporal,encounter,encounter_date parses as a date,PASS,0,76819,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_ENCOUNTER_ENCOUNTER_DATE,P1,temporal,encounter,encounter_date is not after analysis date,PASS,0,76819,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_ORDER_OBSERVATION_LAST_OBSERVED_DATE_OBSERVATION_END_DATE,P1,temporal,observation,last_observed_date <= observation_end_date,PASS,0,10000,0.0,reversed pairs=0,0 reversed dated pairs,Impossible chronology prevents valid longitudinal analysis.
DATE_ORDER_OBSERVATION_OBSERVATION_START_DATE_LAST_OBSERVED_DATE,P1,temporal,observation,observation_start_date <= last_observed_date,PASS,0,10000,0.0,reversed pairs=0,0 reversed dated pairs,Impossible chronology prevents valid longitudinal analysis.
DATE_PARSE_OBSERVATION_CENSOR_DATE,P1,temporal,observation,censor_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OBSERVATION_DEATH_DATE,P1,temporal,observation,death_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OBSERVATION_LAST_OBSERVED_DATE,P1,temporal,observation,last_observed_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OBSERVATION_LOSS_TO_FOLLOW_UP_DATE,P1,temporal,observation,loss_to_follow_up_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OBSERVATION_OBSERVATION_END_DATE,P1,temporal,observation,observation_end_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OBSERVATION_OBSERVATION_START_DATE,P1,temporal,observation,observation_start_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_OBSERVATION_CENSOR_DATE,P1,temporal,observation,censor_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OBSERVATION_DEATH_DATE,P1,temporal,observation,death_date is not after analysis date,PASS,0,772,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OBSERVATION_LAST_OBSERVED_DATE,P1,temporal,observation,last_observed_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OBSERVATION_LOSS_TO_FOLLOW_UP_DATE,P1,temporal,observation,loss_to_follow_up_date is not after analysis date,PASS,0,804,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OBSERVATION_OBSERVATION_END_DATE,P1,temporal,observation,observation_end_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OBSERVATION_OBSERVATION_START_DATE,P1,temporal,observation,observation_start_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_OUTCOME_CASTRATION_RESISTANT_DATE,P1,temporal,outcome,castration_resistant_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OUTCOME_CENSOR_DATE,P1,temporal,outcome,censor_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OUTCOME_DEATH_DATE,P1,temporal,outcome,death_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OUTCOME_FIRST_HOSPITALISATION_DATE,P1,temporal,outcome,first_hospitalisation_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OUTCOME_LAST_OBSERVED_DATE,P1,temporal,outcome,last_observed_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OUTCOME_LOSS_TO_FOLLOW_UP_DATE,P1,temporal,outcome,loss_to_follow_up_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_OUTCOME_PROGRESSION_DATE,P1,temporal,outcome,progression_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_OUTCOME_CASTRATION_RESISTANT_DATE,P1,temporal,outcome,castration_resistant_date is not after analysis date,PASS,0,177,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OUTCOME_CENSOR_DATE,P1,temporal,outcome,censor_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OUTCOME_DEATH_DATE,P1,temporal,outcome,death_date is not after analysis date,PASS,0,772,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OUTCOME_FIRST_HOSPITALISATION_DATE,P1,temporal,outcome,first_hospitalisation_date is not after analysis date,PASS,0,1243,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OUTCOME_LAST_OBSERVED_DATE,P1,temporal,outcome,last_observed_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OUTCOME_LOSS_TO_FOLLOW_UP_DATE,P1,temporal,outcome,loss_to_follow_up_date is not after analysis date,PASS,0,804,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_OUTCOME_PROGRESSION_DATE,P1,temporal,outcome,progression_date is not after analysis date,PASS,0,2533,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_ORDER_PATIENT_BIRTH_DATE_INDEX_DATE,P1,temporal,patient,birth_date <= index_date,PASS,0,10000,0.0,reversed pairs=0,0 reversed dated pairs,Impossible chronology prevents valid longitudinal analysis.
DATE_PARSE_PATIENT_BIRTH_DATE,P1,temporal,patient,birth_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_DATE_OF_DEATH,P1,temporal,patient,date_of_death parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_INDEX_DATE,P1,temporal,patient,index_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_PATIENT_BIRTH_DATE,P1,temporal,patient,birth_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_DATE_OF_DEATH,P1,temporal,patient,date_of_death is not after analysis date,PASS,0,772,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_INDEX_DATE,P1,temporal,patient,index_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_PATIENT_JOURNEY_ACTIVE_SURVEILLANCE_EXIT_DATE,P1,temporal,patient_journey,active_surveillance_exit_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_ACTIVE_SURVEILLANCE_RECLASSIFICATION_DATE,P1,temporal,patient_journey,active_surveillance_reclassification_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_ACTIVE_SURVEILLANCE_START_DATE,P1,temporal,patient_journey,active_surveillance_start_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_CENSOR_DATE,P1,temporal,patient_journey,censor_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_DEATH_DATE,P1,temporal,patient_journey,death_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_DISCONTINUATION_DATE,P1,temporal,patient_journey,discontinuation_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_ELIGIBILITY_DATE,P1,temporal,patient_journey,eligibility_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_EVENT_COVERAGE_UNTIL_DATE,P1,temporal,patient_journey,event_coverage_until_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_FIRST_HOSPITALISATION_DATE,P1,temporal,patient_journey,first_hospitalisation_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_LAST_OBSERVED_DATE,P1,temporal,patient_journey,last_observed_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_LOSS_TO_FOLLOW_UP_DATE,P1,temporal,patient_journey,loss_to_follow_up_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_OBSERVATION_END_DATE,P1,temporal,patient_journey,observation_end_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_OBSERVATION_START_DATE,P1,temporal,patient_journey,observation_start_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_PROGRESSION_DATE,P1,temporal,patient_journey,progression_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_SWITCH_DATE,P1,temporal,patient_journey,switch_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PATIENT_JOURNEY_TREATMENT_START_DATE,P1,temporal,patient_journey,treatment_start_date parses as a date,PASS,0,10000,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_PATIENT_JOURNEY_ACTIVE_SURVEILLANCE_EXIT_DATE,P1,temporal,patient_journey,active_surveillance_exit_date is not after analysis date,PASS,0,465,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_ACTIVE_SURVEILLANCE_RECLASSIFICATION_DATE,P1,temporal,patient_journey,active_surveillance_reclassification_date is not after analysis date,PASS,0,399,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_ACTIVE_SURVEILLANCE_START_DATE,P1,temporal,patient_journey,active_surveillance_start_date is not after analysis date,PASS,0,1738,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_CENSOR_DATE,P1,temporal,patient_journey,censor_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_DEATH_DATE,P1,temporal,patient_journey,death_date is not after analysis date,PASS,0,772,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_DISCONTINUATION_DATE,P1,temporal,patient_journey,discontinuation_date is not after analysis date,PASS,0,433,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_ELIGIBILITY_DATE,P1,temporal,patient_journey,eligibility_date is not after analysis date,PASS,0,2281,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_EVENT_COVERAGE_UNTIL_DATE,P1,temporal,patient_journey,event_coverage_until_date is not after analysis date,PASS,0,1751,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_FIRST_HOSPITALISATION_DATE,P1,temporal,patient_journey,first_hospitalisation_date is not after analysis date,PASS,0,1243,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_LAST_OBSERVED_DATE,P1,temporal,patient_journey,last_observed_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_LOSS_TO_FOLLOW_UP_DATE,P1,temporal,patient_journey,loss_to_follow_up_date is not after analysis date,PASS,0,804,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_OBSERVATION_END_DATE,P1,temporal,patient_journey,observation_end_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_OBSERVATION_START_DATE,P1,temporal,patient_journey,observation_start_date is not after analysis date,PASS,0,10000,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_PROGRESSION_DATE,P1,temporal,patient_journey,progression_date is not after analysis date,PASS,0,2533,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_SWITCH_DATE,P1,temporal,patient_journey,switch_date is not after analysis date,PASS,0,145,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PATIENT_JOURNEY_TREATMENT_START_DATE,P1,temporal,patient_journey,treatment_start_date is not after analysis date,PASS,0,2092,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_ORDER_PRESCRIPTION_EVENT_SERVICE_DATE_COVERED_UNTIL_DATE,P1,temporal,prescription_event,service_date <= covered_until_date,PASS,0,26306,0.0,reversed pairs=0,0 reversed dated pairs,Impossible chronology prevents valid longitudinal analysis.
DATE_ORDER_PRESCRIPTION_EVENT_SERVICE_DATE_NOMINAL_COVERED_UNTIL_DATE,P1,temporal,prescription_event,service_date <= nominal_covered_until_date,PASS,0,26306,0.0,reversed pairs=0,0 reversed dated pairs,Impossible chronology prevents valid longitudinal analysis.
DATE_PARSE_PRESCRIPTION_EVENT_COVERED_UNTIL_DATE,P1,temporal,prescription_event,covered_until_date parses as a date,PASS,0,26306,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PRESCRIPTION_EVENT_NOMINAL_COVERED_UNTIL_DATE,P1,temporal,prescription_event,nominal_covered_until_date parses as a date,PASS,0,26306,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_PRESCRIPTION_EVENT_SERVICE_DATE,P1,temporal,prescription_event,service_date parses as a date,PASS,0,26306,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_PRESCRIPTION_EVENT_COVERED_UNTIL_DATE,P1,temporal,prescription_event,covered_until_date is not after analysis date,PASS,0,26306,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PRESCRIPTION_EVENT_NOMINAL_COVERED_UNTIL_DATE,P1,temporal,prescription_event,nominal_covered_until_date is not after analysis date,PASS,0,26306,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_PRESCRIPTION_EVENT_SERVICE_DATE,P1,temporal,prescription_event,service_date is not after analysis date,PASS,0,26306,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_ORDER_REFERRAL_REFERRAL_DATE_COMPLETION_DATE,P1,temporal,referral,referral_date <= completion_date,PASS,0,5419,0.0,reversed pairs=0,0 reversed dated pairs,Impossible chronology prevents valid longitudinal analysis.
DATE_PARSE_REFERRAL_COMPLETION_DATE,P1,temporal,referral,completion_date parses as a date,PASS,0,5419,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_REFERRAL_REFERRAL_DATE,P1,temporal,referral,referral_date parses as a date,PASS,0,5419,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_REFERRAL_COMPLETION_DATE,P1,temporal,referral,completion_date is not after analysis date,PASS,0,3984,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_REFERRAL_REFERRAL_DATE,P1,temporal,referral,referral_date is not after analysis date,PASS,0,5419,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_TREATMENT_EPISODE_DISCONTINUATION_DATE,P1,temporal,treatment_episode,discontinuation_date parses as a date,PASS,0,2369,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_TREATMENT_EPISODE_RESTART_DATE,P1,temporal,treatment_episode,restart_date parses as a date,PASS,0,2369,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_TREATMENT_EPISODE_SWITCH_DATE,P1,temporal,treatment_episode,switch_date parses as a date,PASS,0,2369,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_TREATMENT_EPISODE_TREATMENT_END_DATE,P1,temporal,treatment_episode,treatment_end_date parses as a date,PASS,0,2369,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_TREATMENT_EPISODE_TREATMENT_START_DATE,P1,temporal,treatment_episode,treatment_start_date parses as a date,PASS,0,2369,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_TREATMENT_EPISODE_DISCONTINUATION_DATE,P1,temporal,treatment_episode,discontinuation_date is not after analysis date,PASS,0,433,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_TREATMENT_EPISODE_RESTART_DATE,P1,temporal,treatment_episode,restart_date is not after analysis date,PASS,0,132,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_TREATMENT_EPISODE_SWITCH_DATE,P1,temporal,treatment_episode,switch_date is not after analysis date,PASS,0,145,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_TREATMENT_EPISODE_TREATMENT_END_DATE,P1,temporal,treatment_episode,treatment_end_date is not after analysis date,PASS,0,2369,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_TREATMENT_EPISODE_TREATMENT_START_DATE,P1,temporal,treatment_episode,treatment_start_date is not after analysis date,PASS,0,2369,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_TREATMENT_REGIMEN_REGIMEN_END_DATE,P1,temporal,treatment_regimen,regimen_end_date parses as a date,PASS,0,2369,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_TREATMENT_REGIMEN_REGIMEN_START_DATE,P1,temporal,treatment_regimen,regimen_start_date parses as a date,PASS,0,2369,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_TREATMENT_REGIMEN_REGIMEN_END_DATE,P1,temporal,treatment_regimen,regimen_end_date is not after analysis date,PASS,0,2369,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_TREATMENT_REGIMEN_REGIMEN_START_DATE,P1,temporal,treatment_regimen,regimen_start_date is not after analysis date,PASS,0,2369,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DATE_PARSE_TREATMENT_REGIMEN_COMPONENT_COMPONENT_END_DATE,P1,temporal,treatment_regimen_component,component_end_date parses as a date,PASS,0,4230,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
DATE_PARSE_TREATMENT_REGIMEN_COMPONENT_COMPONENT_START_DATE,P1,temporal,treatment_regimen_component,component_start_date parses as a date,PASS,0,4230,0.0,invalid non-null dates=0,all populated dates parse,Invalid dates break ordering and landmark calculations.
FUTURE_DATE_TREATMENT_REGIMEN_COMPONENT_COMPONENT_END_DATE,P1,temporal,treatment_regimen_component,component_end_date is not after analysis date,PASS,0,4230,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
FUTURE_DATE_TREATMENT_REGIMEN_COMPONENT_COMPONENT_START_DATE,P1,temporal,treatment_regimen_component,component_start_date is not after analysis date,PASS,0,4230,0.0,future dates=0,date <= 2026-08-28,Future records can introduce temporal leakage.
DAYS_SUPPLY,P1,treatment,prescription_event,days_supply is positive and bounded,PASS,0,26306,0.0,outside 1-365=0,1 <= days_supply <= 365,Invalid supply prevents persistence and coverage reconstruction.
