source_group,source_table,source_file,column_name,data_type,missing_percentage,unique_values,example_values,numeric_min,numeric_q05,numeric_q25,numeric_median,numeric_q75,numeric_q95,numeric_max,date_min,date_max,likely_semantic_role,timing_classification,possible_leakage_risk,missingness_interpretation,data_quality_concerns
analytical,outcome,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/outcome.parquet,progression_event,bool,0.0,2,True | False,,,,,,,,,,outcome_or_endpoint,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,outcome,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/outcome.parquet,synthetic_event_flag,bool,0.0,1,True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,access_index,float64,0.0,753,0.62 | 0.563 | 0.571,0.05,0.403,0.57,0.682,0.794,0.9430499999999992,0.98,,,numeric_measure,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,age_at_index,int64,0.0,41,56 | 76 | 73,50.0,56.0,64.0,70.0,75.0,83.0,90.0,,,numeric_measure,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,birth_date,datetime64[us],0.0,6702,1966-09-25 | 1943-07-22 | 1947-01-03,,,,,,,,1928-06-14,1974-06-17,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,birth_year,int32,0.0,47,1966 | 1943 | 1947,1928.0,1937.0,1946.0,1951.0,1957.0,1966.0,1974.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,comorbidity_score,int64,0.0,10,3 | 0 | 2,0.0,0.0,1.0,2.0,3.0,4.0,9.0,,,numeric_measure,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,complexity_segment,str,0.0,3,medium | high | low,,,,,,,,,,categorical_or_descriptive,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,country,str,0.0,7,United States | Germany | Japan,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,date_of_death,datetime64[us],92.28,630,2024-08-29 | 2023-04-18 | 2024-02-26,,,,,,,,2019-05-19,2025-12-31,temporal,outcome_or_post_index,HIGH unless used only as target/descriptive endpoint,collected_but_unavailable_or_unknown,high missingness (92.3%); some date values do not parse
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,ethnicity,str,4.36,5,nonhispanic | hispanic | majority,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,frailty_proxy,float64,0.0,788,0.495 | 0.565 | 0.185,0.002,0.07295000000000004,0.182,0.294,0.421,0.6080499999999992,0.915,,,numeric_measure,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,index_date,datetime64[us],0.0,2081,2023-05-21 | 2020-04-19 | 2020-10-23,,,,,,,,2019-01-01,2024-09-30,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,insurance_type,str,2.77,17,medicare | medicaid | other,,,,,,,,,,categorical_or_descriptive,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,market_code,str,0.0,7,US | DE | JP,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,market_depth,str,0.0,2,deep | scan,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,patient_id,str,0.0,10000,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,population_representative_flag,bool,0.0,1,False,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,postal_code_prefix,str,0.0,900,291 | 623 | 755,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,race,str,2.91,5,white | asian | other,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,region,str,0.0,18,West | South | Northeast,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,sampling_weight,float64,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,sex,str,0.0,1,male,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,socioeconomic_proxy,str,0.0,3,medium | high | low,,,,,,,,,,categorical_or_descriptive,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,source_archetype_id,str,0.0,10000,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,source_patient_id,str,99.96,4,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (100.0%)
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,source_record_type,str,0.0,2,synthea_unique | generated_archetype,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,synthetic_oversampling_flag,bool,0.0,1,False,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,patient,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient.parquet,synthetic_scenario_version,str,0.0,1,diagnostic-v2.1-release,,,,,,,,,,categorical_or_descriptive,administrative,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,access_index,float64,0.0,753,0.62 | 0.563 | 0.571,0.05,0.403,0.57,0.682,0.794,0.9430499999999992,0.98,,,numeric_measure,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,active_surveillance_eligible_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,active_surveillance,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,active_surveillance_exit_date,datetime64[us],95.35,404,2023-01-24 | 2024-01-25 | 2025-05-31,,,,,,,,2019-11-09,2025-12-30,temporal,active_surveillance,HIGH: future/post-index information,collected_but_unavailable_or_unknown,high missingness (95.3%); some date values do not parse
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,active_surveillance_exit_reason,str,95.35,4,progression | grade_reclassification | psa_rise,,,,,,,,,,categorical_or_descriptive,active_surveillance,HIGH: future/post-index information,collected_but_unavailable_or_unknown,high missingness (95.3%)
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,active_surveillance_reclassification_date,datetime64[us],96.01,351,2023-01-24 | 2024-01-25 | 2025-05-31,,,,,,,,2019-11-09,2025-12-30,temporal,active_surveillance,HIGH: future/post-index information,collected_but_unavailable_or_unknown,high missingness (96.0%); some date values do not parse
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,active_surveillance_reclassification_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,active_surveillance,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,active_surveillance_start_date,datetime64[us],82.62,1189,2023-11-18 | 2022-07-26 | 2021-05-11,,,,,,,,2019-01-17,2024-11-18,temporal,active_surveillance,HIGH: future/post-index information,collected_but_unavailable_or_unknown,high missingness (82.6%); some date values do not parse
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,active_surveillance_status,str,0.0,5,not_applicable | not_started | continued,,,,,,,,,,categorical_or_descriptive,active_surveillance,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,adverse_event_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,age_at_index,int64,0.0,41,56 | 76 | 73,50.0,56.0,64.0,70.0,75.0,83.0,90.0,,,numeric_measure,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,castration_resistant_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,diagnosis,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,censor_date,datetime64[us],0.0,1049,2025-12-31 | 2024-08-29 | 2023-04-18,,,,,,,,2019-05-19,2025-12-31,temporal,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,censor_reason,str,0.0,3,administrative_end | death | loss_to_follow_up,,,,,,,,,,categorical_or_descriptive,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,clinical_exclusion_reason,str,29.43,6,disease_state_outside_configured_denominator | drug_interaction | severe_cardiovascular_risk,,,,,,,,,,categorical_or_descriptive,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,high missingness (29.4%)
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,combination_strategy,str,79.08,3,planned_combination | monotherapy | add_on,,,,,,,,,,categorical_or_descriptive,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,high missingness (79.1%)
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,combination_strategy_at_treatment_start,str,79.08,2,planned_combination | monotherapy,,,,,,,,,,treatment_or_medication,treatment_start,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,high missingness (79.1%)
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,comorbidity_score,int64,0.0,10,3 | 0 | 2,0.0,0.0,1.0,2.0,3.0,4.0,9.0,,,numeric_measure,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,complexity_segment,str,0.0,3,medium | high | low,,,,,,,,,,categorical_or_descriptive,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,contraindication_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,country,str,0.0,7,United States | Germany | Japan,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,data_sufficiency_flag,bool,0.0,2,True | False,,,,,,,,,,indicator,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,days_to_initiation,float64,82.49,116,59.0 | 67.0 | 72.0,1.0,19.0,36.0,49.0,62.0,83.0,140.0,,,numeric_measure,treatment_start,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,high missingness (82.5%)
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,death_date,datetime64[us],92.28,630,2024-08-29 | 2023-04-18 | 2024-02-26,,,,,,,,2019-05-19,2025-12-31,temporal,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,mixed_structural_or_event_dependent,high missingness (92.3%); some date values do not parse
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,death_flag,bool,0.0,2,False | True,,,,,,,,,,outcome_or_endpoint,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,decision_owner_specialty,str,0.0,3,medical_oncology | urology | radiation_oncology,,,,,,,,,,market_or_pathway_segment,post_referral,CONDITIONAL: enforce documented availability cutoff,mixed_structural_or_event_dependent,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,denominator_status,str,0.0,3,ELIGIBLE | CLINICALLY_INELIGIBLE | INSUFFICIENT_DATA,,,,,,,,,,categorical_or_descriptive,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,discontinuation_date,datetime64[us],95.67,390,2021-02-11 | 2021-07-10 | 2023-11-09,,,,,,,,2019-06-09,2025-11-08,temporal,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,high missingness (95.7%); some date values do not parse
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,discontinuation_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,eligibility_date,datetime64[us],77.19,1406,2023-05-21 | 2024-03-31 | 2022-03-28,,,,,,,,2019-01-02,2024-09-29,temporal,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,high missingness (77.2%); some date values do not parse
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,eligibility_flag,bool,0.0,2,True | False,,,,,,,,,,indicator,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,eligibility_reason,str,77.19,1,meets_configured_mhspc_denominator,,,,,,,,,,categorical_or_descriptive,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,high missingness (77.2%); constant or all-missing field
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,eligibility_rule_version,str,0.0,1,ARPI-ELIG-SYN-v2.0,,,,,,,,,,categorical_or_descriptive,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,eligible_for_arpi,bool,0.0,2,True | False,,,,,,,,,,indicator,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,eligible_not_initiated_90d,bool,0.0,2,True | False,,,,,,,,,,indicator,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,event_coverage_until_date,datetime64[us],82.49,1187,2024-08-29 | 2023-04-18 | 2025-07-06,,,,,,,,2019-05-29,2025-12-31,temporal,future,HIGH: future/post-index information,mixed_structural_or_event_dependent,high missingness (82.5%); some date values do not parse
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,final_outcome_status,str,0.0,7,progressed | observed_no_treatment | death,,,,,,,,,,outcome_or_endpoint,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,first_hospitalisation_date,datetime64[us],87.57,913,2024-05-23 | 2022-02-06 | 2025-07-05,,,,,,,,2019-04-27,2025-12-31,temporal,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,high missingness (87.6%); some date values do not parse
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,follow_up_days,int64,0.0,2350,955 | 2082 | 1895,90.0,446.0,835.0,1364.0,1937.0,2426.0,2556.0,,,numeric_measure,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,frailty_proxy,float64,0.0,788,0.495 | 0.565 | 0.185,0.002,0.07295000000000004,0.182,0.294,0.421,0.6080499999999992,0.915,,,numeric_measure,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,gleason_score,float64,4.12,5,8.0 | 6.0 | 7.0,6.0,6.0,7.0,8.0,9.0,9.0,10.0,,,clinical_state_or_measure,diagnosis,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,hormone_sensitive_flag,bool,0.0,2,True | False,,,,,,,,,,indicator,diagnosis,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,hospitalisation_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,ineligibility_reason,str,22.81,3,does_not_meet_mhspc_state | configured_contraindication | insufficient_clinical_state_evidence,,,,,,,,,,categorical_or_descriptive,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,high missingness (22.8%)
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,initial_care_setting,str,0.0,4,mixed_pathway | community_urology | academic_oncology,,,,,,,,,,market_or_pathway_segment,diagnosis_pathway,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,initial_provider_specialty,str,0.0,1,urology,,,,,,,,,,market_or_pathway_segment,diagnosis_pathway,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,patient_journey,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/patient_journey.parquet,initial_regimen,str,79.08,6,adt_arpi_doublet | adt_monotherapy | adt_chemotherapy_doublet,,,,,,,,,,treatment_or_medication,future,HIGH: future/post-index information,mixed_structural_or_event_dependent,high missingness (79.1%)
